,,,,,,,,,,,,,,,,,,,,,,Destek Unusrları(1),sartları,Destek Unusrları sart 1,Destek Unusrları sart 2,Destek Unusrları sart 3,Destek Unusrları sart 4,Destek Unusrları sart 5,Destek Unusrları sart 6,Destek Unusrları sart 7,Destek Unusrları sart 8,sorgulamam seçimi,kapasite,kanun,yatırım konusu,iozsart,revize id,,GTIP No,BIRIMI,ADI OZELLIGI,kullanıcı mail,rol,kayıt tarihi,dogrulamaKodu,kodGecerlilikTarihi,onayDurumu
A000038,AHMET YALDIZ,,,,,3,Afyonkarahisar,1404,İhsaniye,,,Ankara,Ankara Dökümcüler İhtisas,,,0113.0.03,"Hurma, incir, muz, hindistan cevizi, Brezilya kestanesi, maun cevizi, ananas, avokado","0113.0.03-Hurma, incir, muz, hindistan cevizi, Brezilya kestanesi, maun cevizi, ananas, avokado",,,,,,,,,,,,,,,BAŞ/DÖNEM,,"1554 / ALKOLSÜZ İÇECEK İMALATI, MADEN VE MEMBA SULARI ÜRETİMİ",,,,110610000000 - 07.13 Pozisyonuna giren kuru baklagillere ait olanlar,OTV Maktu Vergi,,,,,,,
A000039,AHMET YILDIRIM,,,,,3,Afyonkarahisar,1809,İscehisar,,,Ankara,Ankara Sanayi Odası 2.ve 3.,,,0113.0.04,Turunçgiller,0113.0.04-Turunçgiller,,,,,,,,,,,,,,,BAŞ/GÜN,,1600 / TÜTÜN ÜRÜNLERİ İMALATI,,,,081350390000 - 0801 VE 0802 POZİSYONLARINDA YER ALAN DİĞER MEYVELERİN KARIŞIMLARI (KURUTULMUŞ),SAF ALKOL LİTRESİ,,,,,,,
A000040,AHMETOĞLU KONSERVE TARIM VE GIDA ÜRÜNLERİ İMALAT HAYVANCILIK TURİZM İNŞAAT AKARYAKIT NAKLİYAT PAZARLAMA İTHALAT İHRACAT SANAYİ TİCARET LİMİTED ŞİRKETİ,,,,,3,Afyonkarahisar,1961,Kızılören,,,Ankara,Ankara Sanayi Odası I.,,,0113.0.05,Diğer meyveler (yumuşak çekirdekli),0113.0.05-Diğer meyveler (yumuşak çekirdekli),,,,,,,,,,,,,,,BAŞ/SAAT,,1711 / TEKSTİL ELYAFININ HAZIRLANMASI VE İPLİK HALİNE GETİRİLMESİ; TEKSTİL DOKUMACILIĞI,,,,"293292000000 - 1- (-1, 3 BENZODİOKSOL-5-İL)PROPAN-2-ONE",SET,,,,,,,
A000041,AİSS TEKSTİL MOBİLYA İNŞAAT ENERJİ AMBALAJ OTOMOTİV SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,3,Afyonkarahisar,1594,Sandıklı,,,Ankara,Ankara Uzay ve Havacılık İhtisas,,,0113.0.06,Diğer meyveler (sert çekirdekli),0113.0.06-Diğer meyveler (sert çekirdekli),,,,,,,,,,,,,,,BAŞ/YIL,,1712 / TEKSTİLİN APRELENMESİ,,,,293359950021 - 1- AMİNO- 4- METİLPİPERAZİN,SODYUM HİDROKSİT KİLOGRAMI,,,,,,,
A000042,AK AR MAKİNA VE METAL SANAYİ TİCARET LİMİTED ŞİRKETİ,,,,,3,Afyonkarahisar,1626,Sinanpaşa,,,Ankara,Ankara-Çubuk TDİ (Besi),,,0113.0.07,"Diğer meyveler (sert kabuklular, b.y.s. diğer meyveler)","0113.0.07-Diğer meyveler (sert kabuklular, b.y.s. diğer meyveler)",,,,,,,,,,,,,,,BİDON/YIL,,1721 / GİYİM EŞYASI DIŞINDAKİ HAZIR TEKSTİL ÜRÜNLERİ İMALATI,,,,293319900011 - 1- FENİL- 3- PİRAZOLİDON,TON BAŞINA TAŞIMA KAPASİTESİ,,,,,,,
A000043,AK GLOBAL AMBALAJ SANAYİ TİCARET ANONİM ŞİRKETİ,,,,,3,Afyonkarahisar,1639,Sultandağı,,,Ankara,Ankara-İvedik,,,0113.0.08,Zeytin,0113.0.08-Zeytin,,,,,,,,,,,,,,,BİN ADET/YIL,,1722 / HALI VE KİLİM İMALATI,,,,993024000000 - 1 ila 24. fasıllardaki eşya,URANYUM KİLOGRAMI,,,,,,,
A000044,AKARE TEKSTİL KONFEKSİYON İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,3,Afyonkarahisar,1664,Şuhut,,,Ankara,Başkent,,,0113.0.09,"Kahve, kavrulmamış, kafeini alınmamış","0113.0.09-Kahve, kavrulmamış, kafeini alınmamış",,,,,,,,,,,,,,,BİN NM3,,"1723 / HALAT, İP, SİCİM VE AĞ İMALATI",,,,993124000000 - 1 ila 24. fasıllardaki eşya,YÜZ ADET,,,,,,,
A000045,AKAY HAVACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,4,Ağrı,1111,Ağrı Merkez,,,Ankara,Beypazarı,,,0113.0.10,"Yeşil çay (fermente edilmemiş), siyah çay (tamamen ya da kısmen fermente edilmiş)","0113.0.10-Yeşil çay (fermente edilmemiş), siyah çay (tamamen ya da kısmen fermente edilmiş)",,,,,,,,,,,,,,,BUNGALOV,,1729 / BAŞKA YERDE SINIFLANDIRILMAMIŞ TEKSTİL ÜRÜNLERİ İMALATI,,,,"291560110000 - 1 İzopropil 2,2 dimetiltrimetilen diizobütirat",%90 KURU ÜZÜM KİLOGRAMI,,,,,,,
A000046,AKÇAM ÖRME KUMAŞ SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,4,Ağrı,1283,Diyadin,,,Ankara,Elmadağ Mobilyacılar İhtisas,,,0113.0.11,Paraguay çayı (maté),0113.0.11-Paraguay çayı (maté),,,,,,,,,,,,,,,BÜYÜKBAŞ,,1730 / TRİKOTAJ (ÖRME) ÜRÜNLERİ İMALATI,,,,"291030000000 - 1 klor 2,3 epoksipropan (epiklorohidrin)",-,,,,,,,
A000047,AKDAĞMADENİ BELEDİYE BAŞKANLIĞI,,,,,4,Ağrı,1287,Doğubayazıt,,,Ankara,Ostim,,,0113.0.12,Kakao çekirdeği,0113.0.12-Kakao çekirdeği,,,,,,,,,,,,,,,BÜYÜKBAŞ/DEVRE,,"1810 / KÜRK HARİÇ, GİYİM EŞYASI İMALATI",,,,292145000011 - 1 Naftilamin (alfa naftilamin),,,,,,,,
A000048,AKDE DEMİR ÇELİK HIRDAVAT MAKİNA VE TEÇHİZAT İNŞAAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,4,Ağrı,1301,Eleşkirt,,,Ankara,Polatlı,,,0113.0.13,Baharatlar (işlenmemiş),0113.0.13-Baharatlar (işlenmemiş),,,,,,,,,,,,,,,BÜYÜKBAŞ/DÖNEM,,1820 / KÜRKÜN İŞLENMESİ VE BOYANMASI; KÜRK MAMÜLLERİ İMALATI,,,,292145000011 - 1 Naftilamin (alfa naftilamin),,,,,,,,
A000049,AKDENİZ METAL SAN. VE TİC. YAŞAR AKDENİZ,,,,,4,Ağrı,1379,Hamur,,,Ankara,Polatlı Ticaret Odası,,,0121.1.01,Sığır (saf kültür),0121.1.01-Sığır (saf kültür),,,,,,,,,,,,,,,BÜYÜKBAŞ/GÜN,,1911 / DERİNİN TABAKLANMASI VE İŞLENMESİ,,,,292145000012 - 1 Naftilamin hidroklorür,,,,,,,,
A000050,AKDENİZ NALBURİYE İMALAT LİMİTED ŞİRKETİ,,,,,4,Ağrı,1568,Patnos,,,Ankara,Şereflikoçhisar,,,0121.1.02,Sığır (kültür melezi),0121.1.02-Sığır (kültür melezi),,,,,,,,,,,,,,,BÜYÜKBAŞ/YIL,,"1912 / BAVUL, EL ÇANTASI VE BENZERLERİ İLE SARAÇLIK VE KOŞUM TAKIMI İMALATI",,,,292145000012 - 1 Naftilamin hidroklorür,,,,,,,,
A000051,AKDOORPLAST PVC SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,4,Ağrı,1667,Taşlıçay,,,Antalya,Antalya,,,0121.1.03,Sığır (yerli-diğer),0121.1.03-Sığır (yerli-diğer),,,,,,,,,,,,,,,CM,,1920 / AYAKKABI İMALATI,,,,292145000019 - 1 Naftilaminin diğer tuzları,,,,,,,,
A000052,AKFORM AMBALAJ PLASTİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,4,Ağrı,1691,Tutak,,,Antalya,Kaş Gıda İhtisas,,,0121.1.04,Manda,0121.1.04-Manda,,,,,,,,,,,,,,,CM2/YIL,,2010 / KERESTE VE PARKE SANAYİ,,,,292145000019 - 1 Naftilaminin diğer tuzları,,,,,,,,
A000053,AKINAL SENTETİK TEKSTİL SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,5,Amasya,1134,Amasya Merkez,,,Antalya,Korkuteli,,,0121.1.05,Damızlık sığır yetiştiriciliği,0121.1.05-Damızlık sığır yetiştiriciliği,,,,,,,,,,,,,,,CRAT/YIL,,"2021 / TAHTA PLAKA İMALATI; KONTRPLAK, YONGA LEVHA, SUNTA, DİĞER PANO VE TAHTALARIN İMALATI",,,,290715100000 - 1 Naftol (Alfa naftol),,,,,,,,
A000054,AKINCI SAVUNMA MEDİKAL SANAYİ VE DIŞ TİCARET LİMİTED ŞİRKETİ,,,,,5,Amasya,1363,Göynücek,,,Antalya,Manavgat,,,0121.1.06,Sığırdan elde edilen ham süt,0121.1.06-Sığırdan elde edilen ham süt,,,,,,,,,,,,,,,ÇADIR,,2022 / İNŞAAT KERESTESİ VE DOĞRAMA İMALATI,,,,"293292000000 - 1- (-1, 3 BENZODİOKSOL-5-İL)PROPAN-2-ONE",,,,,,,,
A000055,AKINCILAR GROUP MÜHENDİSLİK İNŞAAT MAKİNA NAKLİYAT TİCARET VE SANAYİ LİMİTED ŞİRKETİ,,,,,5,Amasya,1368,Gümüşhacıköy,,,Ardahan,Ardahan,,,0121.1.07,Sığır spermi üretimi (dondurulmuş),0121.1.07-Sığır spermi üretimi (dondurulmuş),,,,,,,,,,,,,,,ÇEKİM/YIL,,2023 / AĞAÇTAN YAPILAN AMBALAJ MALZEMELERİ İMALATI,,,,293359950024 - 1(2 3dichlorophenyl) piperazine,,,,,,,,
A000056,AK-İŞ BOYA SANAYİİ VE TİCARET ANONİM ŞİRKETİ,,,,,5,Amasya,1938,Hamamözü,,,Artvin,Artvin Arhavi,,,0121.1.08,Deve,0121.1.08-Deve,,,,,,,,,,,,,,,ÇİFT,,"2029 / DİĞER AĞAÇ ÜRÜNLERİ İMALATI; HASIR VE BUNA BENZER, ÖRÜLEREK YAPILAN MADDELERİN İMALATI",,,,293359950024 - 1(2 3dichlorophenyl) piperazine,,,,,,,,
A000057,AKKO MAKİNA SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,5,Amasya,1524,Merzifon,,,Aydın,Aydın,,,0121.2.01,Merinos Koyunu,0121.2.01-Merinos Koyunu,,,,,,,,,,,,,,,ÇİFT/GÜN,,"2101 / KAĞIT HAMURU, KAĞIT VE MUKAVVA İMALATI",,,,"292119400000 - 1, 1, 3, 3- TETRAMETİLBÜTTİLAMİN",,,,,,,,
A000058,AKMETAL MADENCİLİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,5,Amasya,1641,Suluova,,,Aydın,Aydın ASTİM,,,0121.2.02,Yerli Koyun,0121.2.02-Yerli Koyun,,,,,,,,,,,,,,,ÇİFT/YIL,,2102 / OLUKLU KARTON VE MUKAVVA İLE KAĞIT VE MUKAVVADAN YAPILAN AMBALAJLARIN İMALATI,,,,"290930350000 - 1, 2-BİS (2, 4, 6-TRİBROMOFENOKSİ) ETAN",,,,,,,,
A000059,AKPINAR PASLANMAZ ÇELİK SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,5,Amasya,1668,Taşova,,,Aydın,Aydın Efeler TDİ (Jeo.Isıtmalı.Sera),,,0121.2.03,Damızlık koyun yetiştiriciliği,0121.2.03-Damızlık koyun yetiştiriciliği,,,,,,,,,,,,,,,ÇOCUK/YIL,,2109 / DİĞER KAĞIT VE MUKAVVA ÜRÜNLERİ İMALATI,,,,"290343000013 - 1,1 Difloretan (HFC152a)",,,,,,,,
A000060,AKSA PASLANMAZ DÖKÜM SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1872,Akyurt,,,Aydın,Aydın-Nazilli,,,0121.2.04,Kıl keçisi,0121.2.04-Kıl keçisi,,,,,,,,,,,,,,,ÇUVAL/YIL,,"2211 / KİTAP, BROŞÜR, MÜZİK KİTAPLARI VE DİĞER YAYINLARIN YAYIMI",,,,"290344000012 - 1,1,1 trifloretan (HFC143a)",,,,,,,,
A000061,AKSAM MAKİNA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1130,Altındağ,,,Aydın,Buharkent,,,0121.2.05,Ankara keçisi,0121.2.05-Ankara keçisi,,,,,,,,,,,,,,,DAL/YIL,,"2212 / GAZETE, DERGİ VE SÜRELİ YAYINLARIN YAYIMI",,,,"290344000012 - 1,1,1 trifloretan (HFC143a)",,,,,,,,
A000062,AKSAN MOBİLYA PAZARLAMA VE SANAYİ TİCARET ANONİM ŞİRKETİ,,,,,6,Ankara,1157,Ayaş,,,Aydın,Çine,,,0121.2.06,Damızlık keçi yetiştiriciliği,0121.2.06-Damızlık keçi yetiştiriciliği,,,,,,,,,,,,,,,DAM/KM,,"2213 / PLAK, KASET V.B. KAYITLI MEDYANIN YAYIMI",,,,"290345000011 - 1,1,1,2 tetrafloretan (HFC134a)",,,,,,,,
A000063,AKSU CNC TEL EREZYON KALIP SANAYİ TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1167,Bala,,,Aydın,Ortaklar,,,0121.2.07,At yetiştiriciliği (iş atı),0121.2.07-At yetiştiriciliği (iş atı),,,,,,,,,,,,,,,DEKAR,,2219 / DİĞER YAYIMLAR,,,,"290346000012 - 1,1,1,2,2,3 hekzaflorpropan (HFC236cb)",,,,,,,,
A000064,AKSU TEKNİK MAKİNA SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1187,Beypazarı,,,Aydın,Söke,,,0121.2.08,At yetiştiriciliği (koşu atı),0121.2.08-At yetiştiriciliği (koşu atı),,,,,,,,,,,,,,,DEKAR ALANDA,,2221 / BASIM,,,,"290919900025 - 1,1,1,2,2,3,3,4,4nonafloro4metoksibütan (HFE449sl)",,,,,,,,
A000065,AKTAŞ ETİKET-MATBAACILIK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1227,Çamlıdere,,,Balıkesir,Balıkesir,,,0121.2.09,Katır,0121.2.09-Katır,,,,,,,,,,,,,,,DEKAR/YIL,,2222 / BASIMLA İLGİLİ HİZMET FAALİYETLERİ,,,,"290919900025 - 1,1,1,2,2,3,3,4,4nonafloro4metoksibütan (HFE449sl)",,,,,,,,
A000066,AKTAŞLAR LEZZET GRUBU GIDA ANONİM ŞİRKETİ,,,,,6,Ankara,1231,Çankaya,,,Balıkesir,Balıkesir Ayvalık Gıda ve Gıda İşleme İhtisas,,,0121.2.10,Eşek,0121.2.10-Eşek,,,,,,,,,,,,,,,DELİKLİ,,"2230 / PLAK, KASET VB. KAYITLI MEDYANIN ÇOĞALTILMASI",,,,"290919900022 - 1,1,1,2,2,3,3heptafloro3metoksipropan (HFE347mcc3)",,,,,,,,
A000067,AKTEPE İMALAT MAKİNA SANAYİ TİCARET İTHALAT İHRACAT LİMİTED ŞİRKETİ,,,,,6,Ankara,1260,Çubuk,,,Balıkesir,Balıkesir Bigadiç Jeotermal Kaynaklı TDI (Sera) OSB,,,0121.2.11,Bardo,0121.2.11-Bardo,,,,,,,,,,,,,,,DERSLİK,,2310 / KOK FIRINI ÜRÜNLERİ İMALATI,,,,"290919900022 - 1,1,1,2,2,3,3heptafloro3metoksipropan (HFE347mcc3)",,,,,,,,
A000068,AL AFANDİ TOBACCO TÜTÜN MAMÜLLERİ SANAYİ TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1302,Elmadağ,,,Balıkesir,Balıkesir Edremit TDİ(Jeo.Kayn.Sera),,,0121.2.12,Koyundan elde edilen ham süt,0121.2.12-Koyundan elde edilen ham süt,,,,,,,,,,,,,,,DESİ/YIL,,2320 / RAFİNE EDİLMİŞ PETROL ÜRÜNLERİ İMALATI,,,,"290348000012 - 1,1,1,2,2,3,4,5,5,5 dekaflorpentan (HFC4310mee)",,,,,,,,
A000069,AL NAHRİN PLASTİK KİMYA ELEKTRİK ELEKTRONİK TEKSTİL NAKLİYAT İNŞAAT GIDA İTHALAT İHRACAT SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1922,Etimesgut,,,Balıkesir,Balıkesir Gönen TDİ (jeo.Kayn.Sera),,,0121.2.13,Keçiden elde edilen ham süt,0121.2.13-Keçiden elde edilen ham süt,,,,,,,,,,,,,,,DESTE/YIL,,2330 / NÜKLEER YAKITIN ELDE EDİLMESİ,,,,"290348000012 - 1,1,1,2,2,3,4,5,5,5 dekaflorpentan (HFC4310mee)",,,,,,,,
A000070,ALABO COMPANY PLASTİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1924,Evren,,,Balıkesir,Bandırma,,,0121.2.14,Kırkılmış yapağı (postu yıkanmış kırkılmış yapağı dahil),0121.2.14-Kırkılmış yapağı (postu yıkanmış kırkılmış yapağı dahil),,,,,,,,,,,,,,,DİA/YIL,,2411 / ANA KİMYASAL MADDELERİN İMALATI (KİMYASAL GÜBRE VE AZOTLU BİLEŞİKLER HARİÇ),,,,"290346000012 - 1,1,1,2,2,3 hekzaflorpropan (HFC236cb)",,,,,,,,
A000071,ALARGAMED SAĞLIK HİZMETLERİ SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1744,Gölbaşı / Ankara,,,Balıkesir,Burhaniye Zeytin ve Zeytin Ürünleri İşleme İhtisas ve Karma,,,0121.2.15,"İnce ya da kaba hayvan kılı (at kılı dahil, taranmamış)","0121.2.15-İnce ya da kaba hayvan kılı (at kılı dahil, taranmamış)",,,,,,,,,,,,,,,DİLİM/YIL,,2412 / KİMYASAL GÜBRE VE AZOTLU BİLEŞİKLERİN İMALATI,,,,"290346000013 - 1,1,1,2,3,3 hekzaflorpropan (HFC236ea)",,,,,,,,
A000072,ALARKO CARRİER SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,6,Ankara,1365,Güdül,,,Balıkesir,Dursunbey,,,0122.1.01,Domuz yetiştiriciliği,0122.1.01-Domuz yetiştiriciliği,,,,,,,,,,,,,,,DİREKLİ,,2413 / SENTETİK KAUÇUK VE PLASTİK HAMMADDELERİ İMALATI,,,,"290346000011 - 1,1,1,2,3,3,3 heptaflorpropan (HFC227ea)",,,,,,,,
A000073,ALBA ELEKTRİKLİ ULAŞIM ARAÇLARI ANONİM ŞİRKETİ,,,,,6,Ankara,1387,Haymana,,,Balıkesir,Gönen Deri ihtisas Ve Karma,,,0122.1.02,Damızlık Domuz,0122.1.02-Damızlık Domuz,,,,,,,,,,,,,,,DM/KM,,2421 / PESTİSİT (HAŞARAT İLACI) VE DİĞER ZİRAİ-KİMYASAL ÜRÜNLERİN İMALATI,,,,"290919900028 - 1,1,1,2,3,3,3heptafloro2metoksipropan (HFE347mmy1)",,,,,,,,
A000074,ALCAST METAL SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,6,Ankara,1427,Kalecik,,,Balıkesir,Marmara Yüksek Teknoloji ve Makine İhtisas,,,0122.2.01,Tavuk,0122.2.01-Tavuk,,,,,,,,,,,,,,,DM2/YIL,,"2422 / BOYA, VERNİK V.B. KAPLAYICI MADDELER İLE MATBAA MÜREKKEBİ VE MACUN İMALATI",,,,"290919900028 - 1,1,1,2,3,3,3heptafloro2metoksipropan (HFE347mmy1)",,,,,,,,
A000075,ALDE ÇİKOLATA VE GIDA SANAYİ ANONİM ŞİRKETİ,,,,,6,Ankara,1815,Kazan,,,Bartın,Bartın Merkez I,,,0122.2.02,Hindi,0122.2.02-Hindi,,,,,,,,,,,,,,,DOZ,,2423 / ECZACILIKTA VE TIPTA KULLANILAN KİMYASAL VE BİTKİSEL KAYNAKLI ÜRÜNLERİN İMALATI,,,,"290346000011 - 1,1,1,2,3,3,3 heptaflorpropan (HFC227ea)",,,,,,,,
A000076,ALDE PLASTİK KALIP SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1745,Keçiören,,,Batman,Batman İli,,,0122.2.03,Kaz,0122.2.03-Kaz,,,,,,,,,,,,,,,DOZ/YIL,,"2424 / SABUN VE DETERJAN, TEMİZLİK VE CİLALAMA MADDELERİ; PARFÜM; KOZMETİK VE TUVALET MALZEMELERİ İMALATI",,,,"290346000013 - 1,1,1,2,3,3 hekzaflorpropan (HFC236ea)",,,,,,,,
A000077,ALEMDAR POMPA İNŞAAT ELEKTRİK MAKİNA SANAYİİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1473,Kızılcahamam,,,Bayburt,Bayburt,,,0122.2.04,Ördek,0122.2.04-Ördek,,,,,,,,,,,,,,,DÖNÜM ALANDA,,2429 / B.Y.S. KİMYASAL ÜRÜNLERİN İMALATI,,,,"290345000011 - 1,1,1,2 tetrafloretan (HFC134a)",,,,,,,,
A000078,ALFA CNC KALIP SANAYİ LİMİTED ŞİRKETİ,,,,,6,Ankara,1746,Mamak,,,Bilecik,Bilecik 3.,,,0122.2.09,Diğer kanatlı kümes hayvanları,0122.2.09-Diğer kanatlı kümes hayvanları,,,,,,,,,,,,,,,DÖNÜMLÜK,,2430 / SUNİ VE SENTETİK ELYAF İMALATI,,,,"290348000011 - 1,1,1,3,3 pentaflorbütan (HFC365mfc)",,,,,,,,
A000079,ALFA TİM MAKİNA MÜHENDİSLİK SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,6,Ankara,1539,Nallıhan,,,Bilecik,Bilecik Bozüyük,,,0122.2.10,Yumurta (kabuklu),0122.2.10-Yumurta (kabuklu),,,,,,,,,,,,,,,DÜZİNE,,2511 / İÇ VE DIŞ LASTİK İMALATI; LASTİĞE SIRT GEÇİRİLMESİ VE YENİDEN İŞLENMESİ,,,,"290347000011 - 1,1,1,3,3 Pentafloropropan (HFC245fa)",,,,,,,,
A000080,ALFA VİDA SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,6,Ankara,1578,Polatlı,,,Bilecik,Bilecik I.,,,0122.3.01,Arı yetiştiriciliği,0122.3.01-Arı yetiştiriciliği,,,,,,,,,,,,,,,DÜZİNE/YIL,,2519 / DİĞER KAUÇUK ÜRÜNLERİ İMALATI,,,,"290346000014 - 1,1,1,3,3,3 hekzaflorpropan (HFC236fa)",,,,,,,,
A000081,ALİ KARA,,,,,6,Ankara,2034,Pursaklar,,,Bilecik,Bilecik II,,,0122.3.02,İpekböceği yetiştiriciliği,0122.3.02-İpekböceği yetiştiriciliği,,,,,,,,,,,,,,,DWT,,2520 / PLASTİK ÜRÜNLERİ İMALATI,,,,"290919900038 - 1,1,1,3,3,3hekzafloropropan2yl metil eter (HFE356mm1)",,,,,,,,
A000082,ALİ TEKE UZMAN AYAKKABI TEKSTİL MAKİNALARI VE MALZEMELERİ TİCARETİ,,,,,6,Ankara,1747,Sincan,,,Bilecik,Gölpazarı Gıda İhtisas,,,0122.3.09,Diğer hayvan yetiştiriciliği (kapalı yerlerde yarı evcil veya yabani hayvan yetiştiriciliği),0122.3.09-Diğer hayvan yetiştiriciliği (kapalı yerlerde yarı evcil veya yabani hayvan yetiştiriciliği),,,,,,,,,,,,,,,DWT/YIL,,2610 / CAM VE CAM ÜRÜNLERİ İMALATI,,,,"290919900038 - 1,1,1,3,3,3hekzafloropropan2yl metil eter (HFE356mm1)",,,,,,,,
A000083,ALİ YAMAN,,,,,6,Ankara,1658,Şereflikoçhisar,,,Bilecik,Osmaneli,,,0122.3.10,Doğal bal,0122.3.10-Doğal bal,,,,,,,,,,,,,,,EKİP/AY,,"2691 / YAPI MALZEMELERİ DIŞINDAKİ, ATEŞE DAYANIKLI OLMAYAN SERAMİK EŞYA İMALATI (ÇANAK, ÇÖMLEK, ÇİNİ, PORSELEN VB.)",,,,"290346000014 - 1,1,1,3,3,3 hekzaflorpropan (HFC236fa)",,,,,,,,
A000084,ALİM SERÇE,,,,,6,Ankara,1723,Yenimahalle,,,Bilecik,Pazaryeri,,,0122.3.11,"Salyangoz (canlı, taze, soğutulmuş, dondurulmuş, kurutulmuş, tuzlanmış ya da salamura) (deniz salyangozu hariç)","0122.3.11-Salyangoz (canlı, taze, soğutulmuş, dondurulmuş, kurutulmuş, tuzlanmış ya da salamura) (deniz salyangozu hariç)",,,,,,,,,,,,,,,ERİŞİM,,2692 / ATEŞE DAYANIKLI SERAMİK ÜRÜNLERİN İMALATI,,,,"290348000011 - 1,1,1,3,3 pentaflorbütan (HFC365mfc)",,,,,,,,
A000085,ALKANARMS SİLAH SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,7,Antalya,1121,Akseki,,,Bilecik,Söğüt,,,0122.3.12,Başka yerde sınıflandırılmamış yenilebilir hayvansal ürünler,0122.3.12-Başka yerde sınıflandırılmamış yenilebilir hayvansal ürünler,,,,,,,,,,,,,,,FİLM/YIL,,"2693 / ATEŞE DAYANIKLI OLMAYAN, KİL VE SERAMİK YAPI MALZEMESİ ÜRÜNLERİNİN İMALATI",,,,"290347000011 - 1,1,1,3,3 Pentafloropropan (HFC245fa)",,,,,,,,
A000086,ALMİLA MOBİLYA ANONİM ŞİRKETİ,,,,,7,Antalya,2035,Aksu / Antalya,,,Bingöl,Bingöl,,,0122.3.13,Makaraya sarmaya uygun ipekböceği kozası,0122.3.13-Makaraya sarmaya uygun ipekböceği kozası,,,,,,,,,,,,,,,FALCON/YIL,,"2694 / ÇİMENTO, KİREÇ VE ALÇI İMALATI",,,,"382714000000 - 1,1,1trikloroetan (metil kloroform) içerenler",,,,,,,,
A000087,ALMİRA LAZER MAKİNALARI SANAYİ VE TİCARET LİMİTED ŞİRKETİ,,,,,7,Antalya,1126,Alanya,,,Bitlis,Bitlis,,,0122.3.14,Böcek mumu ve ispermeçet,0122.3.14-Böcek mumu ve ispermeçet,,,,,,,,,,,,,,,FORMA/YIL,,2695 / ÇİMENTO VE ALÇI İLE SERTLEŞTİRİLMİŞ MADDELERİN İMALATI,,,,"382714000000 - 1,1,1trikloroetan (metil kloroform) içerenler",,,,,,,,
A000088,ALPİN ÇELİK MUTFAK GEREÇLERİ SANAYİ VE TİCARET ANONİM ŞİRKETİ,,,,,7,Antalya,1811,Demre,,,Bolu,Bolu karma ve tekstil ihtisas,,,0122.3.15,"İşlenmemiş kürklü post (tavşan, yabani tavşan postu ve kürklü postu olan kuzu postları hariç)","0122.3.15-İşlenmemiş kürklü post (tavşan, yabani tavşan postu ve kürklü postu olan kuzu postları hariç)",,,,,,,,,,,,,,,GB,,"2696 / TAŞIN KESİLMESİ, ŞEKİL VERİLMESİ VE KULLANABİLİR HALE GETİRİLMESİ",,,,"290344000013 - 1,1,2 trifloretan (HFC143)",,,,,,,,
A000089,AL-PROF ALÜMİNYUM SANAYİ İNŞAAT İTHALAT İHRACAT VE TİCARET LİMİTED ŞİRKETİ,,,,,7,Antalya,2036,Döşemealtı,,,Bolu,Gerede,,,0122.3.16,"Tavşan, yabani tavşan ve kürklü postu olan kuzu postları","0122.3.16-Tavşan, yabani tavşan ve kürklü postu olan kuzu postları",,,,,,,,,,,,,,,GB BELLEK,,2699 / B.Y.S. METALİK OLMAYAN MİNERAL ÜRÜNLERİN İMALATI,,,,"290344000013 - 1,1,2 trifloretan (HFC143)",,,,,,,,
