GTIP KODU,AÇIKLAMASI
521143000000,3'lü veya 4'lü dimiden diğer mensucat (kırık dimi dahil)
292429700037,3oxo2phenylbutanamide
292429700037,3oxo2phenylbutanamide
293339990011,3- PİKOLİN (METİLPİRİDİN)
293339990016,3Quinüklidinil benzilat
293339990016,3Quinüklidinil benzilat
290420000018,"3- TERT- BÜTİL- 2,6- DİNİTRO- P- SİMEN (SİMEN MİSKİ)"
291439000013,4- İZOBÜTİLASETOFENON
291413000000,4 Metil 2 pentanon (metil izobütil keton)
293090500000,"4 Metil 2,6 bis (metiltio) m fenilendiamin ve 2 metil 4,6 bis"
293339550000,4 Metilpridin
293339550000,4 Metilpridin
293410000013,4- TİAZOLİN (DİHİDROTİAZOL)
845710100011,4 ve daha az hareketli eksenli olanlar
845710900011,4 ve daha az hareketli eksenli olanlar
845710900014,4 ve daha az hareketli eksenli olanlar
845811200011,4 ve daha az hareketli eksenli olanlar
845710100011,4 ve daha az hareketli eksenli olanlar
845710900011,4 ve daha az hareketli eksenli olanlar
845710900014,4 ve daha az hareketli eksenli olanlar
845811200011,4 ve daha az hareketli eksenli olanlar
290723000011,"4,4  -İZOPROPİLİDENDİFENOL (BİSFENOL A,DİFENİLOLPROPAN)"
290723000019,"4,4  -İZOPROPİLİDENDİFENOL (BİSFENOL A,DİFENİLOLPROPAN) TUZLARI"
290723000011,"4,4  -İZOPROPİLİDENDİFENOL (BİSFENOL A,DİFENİLOLPROPAN)"
290892000000,"4,6dinitrookrezol (DNOC (ISO)) ve tuzları"
290892000000,"4,6dinitrookrezol (DNOC (ISO)) ve tuzları"
400280000000,40.01 Pozisyonundaki ürünlerin bu pozisyondaki ürünlerle olan
441830000000,4418.81 ila 4418.89 alt pozisyonları dışında kalan direkler ve kirişler
441830000000,4418.81 ila 4418.89 alt pozisyonları dışında kalan direkler ve kirişler
293336000000,4AnilinNfenetilpiperidin (ANPP)
293336000000,4AnilinNfenetilpiperidin (ANPP)
293332000013,4anilinopiperidin (4AP)
293332000013,4anilinopiperidin (4AP)
291440100000,4hidroksi4metil pentan2one (diaseton alkol)
291440100000,4hidroksi4metil pentan2one (diaseton alkol)
291439000013,4- İZOBÜTİLASETOFENON
293499909024,4Methyl5phenyl2oxazolidinone
293499909024,4Methyl5phenyl2oxazolidinone
293090500000,"4 Metil 2,6 bis (metiltio) m fenilendiamin ve 2 metil 4,6 bis"
291413000000,4 Metil 2 pentanon (metil izobütil keton)
290420000025,4Nitrobiphenyl
290420000025,4Nitrobiphenyl
293410000013,4- TİAZOLİN (DİHİDROTİAZOL)
291419100000,5 Metilhekzan 2 one
290420000011,"5- TERT- BÜTİL- 2,4,6- TRİNİTROMETAKSİLEN (KSİLEN MİSKİ)"
845710100012,5 veya daha fazla hareketli eksenli olanlar
845710900012,5 veya daha fazla hareketli eksenli olanlar
845710900015,5 veya daha fazla hareketli eksenli olanlar
845811200012,5 veya daha fazla hareketli eksenli olanlar
845710100012,5 veya daha fazla hareketli eksenli olanlar
845710900012,5 veya daha fazla hareketli eksenli olanlar
845710900015,5 veya daha fazla hareketli eksenli olanlar
845811200012,5 veya daha fazla hareketli eksenli olanlar
560749900000,50 000 Desiteks veya daha az (5 gr/m)
560750300000,50 000 Desiteks veya daha az (5 gr/m)
560749900000,50 000 Desiteks veya daha az (5 gr/m)
560750300000,50 000 Desiteks veya daha az (5 gr/m)
271091100000,50 mg/kg veya daha fazla konsantrasyon seviyesinde poliklorlu
853210000000,"50/60 Hz.lik elektrik devreleri için imal edilmiş ve 0,5 kvar veya daha fazla"
853210000000,"50/60 Hz.lik elektrik devreleri için imal edilmiş ve 0,5 kvar veya daha fazla"
570249001011,53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elveriş
570299000011,53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elveriş
570239000091,53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli
560210110000,53.03 Pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli
580639000011,53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli lifle
580640000011,53.03 pozisyonundaki jüt ve bitki iç kabuklarının dokumaya elverişli lifle
630790920000,56.03 pozisyonundaki mensucattan yapılmış cerrahi operasyonlarda
611300100000,59.06 Pozisyonundaki örme veya kroşe mensucattan yapılmış giyim eşyası
291419100000,5 Metilhekzan 2 one
290420000011,"5- TERT- BÜTİL- 2,4,6- TRİNİTROMETAKSİLEN (KSİLEN MİSKİ)"
293349900021,"6, 7- DİMETOKSİ- 1- (3, 4, 5- TRİETOKSİFENİL) İZOKİNOLİN"
293349900021,"6, 7- DİMETOKSİ- 1- (3, 4, 5- TRİETOKSİFENİL) İZOKİNOLİN"
621020000000,62.01 pozisyonundaki tanımlanan cinsteki diğer giyim eşyası
621030000000,62.02 pozisyonundaki tanımlanan cinsteki diğer giyim eşyası
650500100000,65.01 Pozisyonunda yer alan şapka taslakları ve disklerinden yapılmış
650699100000,65.01 Pozisyonunda yer alan şapka taslakları ve disklerinden yapılmış
660390901000,66.01 Pozisyonuna giren eşyanın aksamı
540220002911,660 Desitekse (dahil) kadar olanlar
540220002912,660 Desiteksten yukarı olanlar
560490101100,67 Desitekse kadar
560490102100,67 Desitekse kadar
540220001000,67 Desiteksi geçmeyenler
560490101200,67 Desiteksten yukarı
560490102200,67 Desiteksten yukarı
292221000011,7- AMİNO- 1- NAFTOL- 3- SÜLFONİK ASİT (GAMMA ASİT)
520511000000,"714,29 Desiteks veya daha fazla (metrik numarası l4'ü geçmeyen"
520521000000,"714,29 Desiteks veya daha fazla olanlar (metrik numarası"
520621000000,"714,29 Desiteks veya daha fazla olanlar (metrik numarası"
520611000000,"714,29 Desiteks veya daha fazla olanlar (metrik numarası 14'ü"
520522000000,"714,29 Desiteksten az, 232,56 (dahil) desiteksten fazla"
520512000000,"714,29 Desiteksten az, 232,56 (dahil) desiteksten fazla olanlar"
520612000000,"714,29 Desiteksten az, 232,56 (dahil) desiteksten fazla olanlar"
520622000000,"714,29 Desiteksten az, 232,56 (dahil) desiteksten fazla olanlar"
390761000000,78 ml/g veya daha fazla viskozitesi olanlar
292221000011,7- AMİNO- 1- NAFTOL- 3- SÜLFONİK ASİT (GAMMA ASİT)
292221000012,"8- AMİNO- 1- NAFTOL- 3, 6- DİSÜLFONİK ASİT (H ASİT)"
721499310000,80 mm. veya daha fazla olanlar
721499710000,80 mm. veya daha fazla olanlar
820600000000,82.02 ila 82.05 Pozisyonlarındaki aletlerin iki veya daha fazlasından
820600000000,82.02 ila 82.05 Pozisyonlarındaki aletlerin iki veya daha fazlasından
520515900000,"83,33 Desiteksten az olanlar (metrik numarası 120'yi geçen)"
520528000000,"83,33 Desiteksten az olanlar (metrik numarası 120'yi geçen)"
530610100000,"833,3 Desiteks veya daha fazla olanlar (metrik numarası 12 'yi"
530610300000,"833,3 Desiteksten az fakat 277,8 desiteksten az olmayanlar"
901310100000,"84, 85 VE 90. FASILLARDAKİ ALET, CİHAZ VEYA TERTİBATIN AKSAM VE PARÇASINI TEŞKİL EDECEK ŞEKİLDE İMAL EDİLMİŞ TELESKOPLAR"
842290900019,84.22 POZİSYONUNDA YER ALAN DİĞER MAKİNALARIN AKSAM VE PARÇALARI
842490800019,"84.24 POZİSYONUNDAKİ DİĞER PÜSKÜRTÜCÜLER, DİĞER DAĞITICILAR VE DİĞER PÜLVERİZATÖRLER İÇİN AKSAM VE PARÇALAR"
842490800011,"84.24 POZİSYONUNDAKİ TARIM VE BAHÇECİLİKTE KULLANILAN PÜSKÜRTÜCÜLER, DAĞITICILAR VE PÜLVERİZATÖRLER İÇİN AKSAM VE PARÇALAR"
843110000000,84.25 Pozisyonundaki makina ve cihazlara ait olanlar
843149800000,84.26 VE 84.30 POZİSYONLARINDAKİ MAKİNA VE CİHAZLARDA KULLANILAN DİĞER AKSAM VE PARÇALAR
843139000000,84.28 POZİSYONUNDAKİ DİĞER MAKİNA VE CİHAZLARA AİT AKSAM VE PARÇALAR
844820000011,84.44 POZİSYONUNDAKİ MAKİNALARA VEYA BUNLARIN YARDIMCI CİHAZLARI İÇİN ÜRETME MEMELERİ
844820000019,"84.44 POZİSYONUNDAKİ MAKİNALARIN VEYA BUNLARIN YARDIMCI CİHAZLARININ AKSAM, PARÇA VE AKSESUARI; ÜRETME MEMELERİ HARİÇ"
844839000019,"84.45 POZİSYONUNDAKİ DİĞER MAKİNALAR VEYA BUNLARIN YARDIMCI CİHAZLARI İÇİN DİĞER AKSAM, PARÇA VE AKSESUAR"
844833000000,"84.45 POZİSYONUNDAKİ DİĞER MAKİNALAR VEYA BUNLARIN YARDIMCI CİHAZLARI İÇİN İĞLER, KELEBEKLER, DÖNER BİLEZİKLER VE AÇIK AĞIZLI"
844839000012,84.45 POZİSYONUNDAKİ DİĞER MAKİNALAR VEYA BUNLARIN YARDIMCI CİHAZLARI İÇİN METAL KOPÇALAR
844839000011,84.45 POZİSYONUNDAKİ DİĞER MAKİNALAR VEYA BUNLARIN YARDIMCI CİHAZLARI İÇİN NAYLON KOPÇALAR
844831000000,84.45 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARIN YARDIMCI CİHAZLARI İÇİN KARD GARNİTÜRÜ
844859000019,"84.47 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARA YARDIMCI MAKİNALAR İÇİN DİĞER AKSAM, PARÇA VE AKSESUAR"
844851900019,84.47 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARA YARDIMCI MAKİNALAR İÇİN İLMİKLERİN OLUŞTURULMASINDA KULLANILAN DİĞER EŞYA
844851900011,84.47 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARA YARDIMCI MAKİNALAR İÇİN İLMİKLERİN OLUŞTURULMASINDA KULLANILAN İĞNELER
844851100000,84.47 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARA YARDIMCI MAKİNALAR İÇİN İLMİKLERİN OLUŞTURULMASINDA KULLANILAN PLATİNLER
844859000012,84.47 POZİSYONUNDAKİ MAKİNALAR VEYA BUNLARA YARDIMCI MAKİNALAR İÇİN KONİK ÖRGÜ ÇAPRAZ TARAKLAR
844859000011,84.47 POZİSYONUNDAKİ ÖRGÜ VE HAŞIL MAKİNELERİNE AİT TARAKLAR
846693600000,84.56 İLA 84.61 POZİSYONLARINDAKİ DİĞER MAKİNALARA AİT DİĞER AKSAM VE PARÇALAR
846610380000,84.56 İLA 84.65 POZİSYONLARINDAKİ DİĞER MAKİNALARDA KULLANILMAYA ELVERİŞLİ DİĞER ALET TUTUCULARI
846620980000,84.56 İLA 84.65 POZİSYONLARINDAKİ DİĞER MAKİNALARDA KULLANILMAYA ELVERİŞLİ İŞLENECEK PARÇALARIN TUTUCULARI
846610200000,"84.56 İLA 84.65 POZİSYONLARINDAKİ MAKİNALARDA KULLANILMAYA ELVERİŞLİ AYNALAR, KISKAÇLAR VE KOVANLAR"
846610800000,84.56 İLA 84.65 POZİSYONLARINDAKİ MAKİNALARDA KULLANILMAYA ELVERİŞLİ OTOMATİK ŞEKİLDE AÇILAN PAFTA KAFALARI
846630000000,84.56 İLA 84.65 POZİSYONLARINDAKİ MAKİNALARDA KULLANILMAYA ELVERİŞLİ TAKSİM EDİCİ TERTİBAT VE DİĞER ÖZEL TERTİBAT
846620200000,84.56 İLA 84.65 POZİSYONLARINDAKİ MAKİNALARIN ÖZEL UYGULAMALAR İÇİN TAKIM VE APARATLARI İLE STANDART TAKIM VE APARATLARIN PAR
846694009000,84.62 VEYA 84.63 POZİSYONLARINDAKİ DİĞER MAKİNALARA AİT DİĞER AKSAM VE PARÇALAR
847350800000,"84.70 İLA 84.72 POZİSYONLARINDAKİ MAKİNALARDAN İKİ VEYA DAHA FAZLASINDA AYNI DERECEDE KULLANILMAYA UYGUN OLAN DİĞER AKSAM, PA"
847350200000,84.70 İLA 84.72 POZİSYONLARINDAKİ MAKİNALARDAN İKİ/DAHA FAZLASINDA AYNI DERECEDE KULLANILABİLEN BİRLEŞTİRİLMİŞ ELEKTRONİK AKS
847329900019,"84.70 POZİSYONUNDAKİ DİĞER HESAP MAKİNELERİNE AİT DİĞER AKSAM, PARÇA VE AKSESUAR"
847329100000,"84.70 POZİSYONUNDAKİ DİĞER MAKİNALARA AİT BİRLEŞTİRİLMİŞ ELEKTRONİK AKSAM, PARÇA VE AKSESUAR"
847329900029,"84.70 POZİSYONUNDAKİ DİĞER MAKİNALARA AİT DİĞER AKSAM, PARÇA VE AKSESUAR"
847329900011,"84.70 POZİSYONUNDAKİ MUHASEBE MAKİNELERİNE AİT DİĞER AKSAM, PARÇA VE AKSESUAR"
847329900012,"84.70 POZİSYONUNDAKİ YAZAR KASALARA AİT DİĞER AKSAM, PARÇA VE AKSESUAR"
847330200000,"84.71 POZİSYONUNDAKİ MAKİNALARA AİT BİRLEŞTİRİLMİŞ ELEKTRONİK AKSAM, PARÇA VE AKSESUAR"
847330800000,"84.71 POZİSYONUNDAKİ MAKİNALARA AİT DİĞER AKSAM, PARÇA VE AKSESUAR"
852842000000,84.71 pozisyonundaki otomatik bilgi işlem makinaları ile kullanılmak üzere
852862000000,84.71 pozisyonundaki otomatik bilgi işlem makinaları ile kullanılmak üzere
700719800022,"84.71, 85.17 ve 85.28 tarife pozisyonlarında yer alan eşyalarda"
847340800012,84.72 POZİSYONUNDAKİ ADRES BASMA MAKİNALARI İÇİN ADRES PLAKALARI
847340800011,"84.72 POZİSYONUNDAKİ ÇEK YAZMA MAKİNALARINA AİT AKSAM, PARÇA VE AKSESUAR"
847340800019,"84.72 POZİSYONUNDAKİ DİĞER MAKİNALARA AİT DİĞER AKSAM, PARÇA VE AKSESUAR"
847340100000,"84.72 POZİSYONUNDAKİ MAKİNALARA AİT BİRLEŞTİRİLMİŞ ELEKTRONİK AKSAM, PARÇA VE AKSESUAR"
847490909019,84.74 POZİSYONUNDAKİ DİĞER MAKİNALAR İÇİN AKSAM VE PARÇALAR; DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN OLANLAR HARİÇ
847490109019,84.74 POZİSYONUNDAKİ DİĞER MAKİNALAR İÇİN DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN AKSAM VE PARÇALAR
847590900000,84.75 POZİSYONUNDAKİ MAKİNALAR İÇİN AKSAM VE PARÇALAR; OPTİK LİFLERİN VE TASLAKLARININ İMALİNE MAHSUS MAKİNALARIN (8475.21) A
848690000000,"84.86 POZİSYONUNDA YER ALAN MAKİNE VE CİHAZLAR İÇİN AKSAM, PARÇA VE AKSESUAR"
841590001000,"8415.81, 8415.82 veya 8415.83 alt pozisyonlarındaki sivil hava"
841990150000,8419.20.00.00 alt pozisyonundaki sterilizatörlere ait olanlar
842199100000,8421.29.20 VEYA 8421.39.15 ALT POZİSYONLARINDAKİ MAKİNA VE CİHAZLARIN AKSAM VE PARÇALARI
842199100000,8421.29.20 VEYA 8421.39.15 ALT POZİSYONLARINDAKİ MAKİNA VE CİHAZLARIN AKSAM VE PARÇALARI
842390100000,"8423.20.10, 8423.30.10, 8423.81.21, 8423.81.23, 8423.81.25, 8423.81.29"
842390100000,"8423.20.10, 8423.30.10, 8423.81.21, 8423.81.23, 8423.81.25, 8423.81.29"
842490200000,8424.89.40 alt pozisyonundaki mekanik cihazlara ait olanlar
843120001000,8427.90.00.10 Alt pozisyonundaki makina ve cihazlara ait olanlar
843120002000,8427.90.00.90 Alt pozisyonundaki makina ve cihazlara ait olanlar
843149202900,8429 POZİSYONUNDAKİ DİĞER MAKİNA VE CİHAZLARA AİT DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN BAŞKA YERDE BELİRTİLMEMİŞ AKSAM VE PARÇALAR
843142000000,8429.11 VE 8429.19 POZİSYONLARINDA YER ALAN BULDOZERLER VE ANGLEDOZERLER İÇİN BIÇAKLAR
843149202300,8429.40.10.00 ve 8429.40.30.00 alt pozisyonlarındaki makina ve
843149202300,8429.40.10.00 ve 8429.40.30.00 alt pozisyonlarındaki makina ve
843149202100,"8429.51.10.90 ve 8429.51.99.90, 8429.52.90.00, 8429.59.00.90 Alt"
843149202100,"8429.51.10.90 ve 8429.51.99.90, 8429.52.90.00, 8429.59.00.90 Alt"
843143000000,8430.41 ve 8430.49 Alt pozisyonlarındaki delme veya sondaj
843143000000,8430.41 ve 8430.49 Alt pozisyonlarındaki delme veya sondaj
844391100000,8443.19.40 alt pozisyonunda yer alan cihazlara ait olanlar
321590200000,"8443.31, 8443.32 veya 8443.39 alt pozisyonlarındaki cihazlara takılacak"
846693400000,"8456.11.10, 8456.12.10, 8456.20, 8456.30, 8457.10, 8458.91, 8459.21.00"
846693400000,"8456.11.10, 8456.12.10, 8456.20, 8456.30, 8457.10, 8458.91, 8459.21.00"
846693500000,8456.50.00 alt pozisyonundaki makinere ait olanlar
847590100000,8475.21.00 alt pozisyonundaki makinalara ait olanlar
847990150000,8479.89.70 alt pozisyonundaki makinalara ait olanlar
848590100000,8485.30.10 veya 8485.80.10 alt pozisyonundaki makinelere ait olanlar
850300999019,85.01 VEYA 85.02 POZİSYONLARINDAKİ MAKİNALARDA KULLANILMAYA ELVERİŞLİ DİĞER AKSAM VE PARÇALAR; DÖKME DEMİR VEYA ÇELİK DÖKÜMDE
850300919019,85.01 VEYA 85.02 POZİSYONLARINDAKİ MAKİNALARDA KULLANILMAYA ELVERİŞLİ DÖKME DEMİR VEYA ÇELİK DÖKÜMDEN DİĞER AKSAM VE PARÇALAR
392340109000,"85.23 POZİSYONLARINDA BELİRTİLEN DİĞER FİLM, ŞERİT VE BENZERLERİNİN SARILMASINA MAHSUS MAKARA, BOBİN VB EŞYA"
852990971000,85.26 DAKİ CİHAZLARIN İKİ/DAHA FAZLA AKSAM VE PARÇANIN BİRARAYA  GETİRİLEREK BAĞLANMASI/BİRLEŞTİRİLMESİYLE OLUŞAN DİĞER MONTA
852990651000,85.26 DAKİ CİHAZLARIN İKİ/DAHA FAZLA AKSAM VE PARÇANIN BİRARAYA  GETİRİLEREK BAĞLANMASI/BİRLEŞTİRİLMESİYLE OLUŞAN ELEKTRONİK 
852990301000,85.26 pozisyonunda yer alan cihazlara mahsus iki veya daha fazla aksam ve parçanın
852990961000,85.26 pozisyonunda yer alan cihazlara mahsus iki veya daha fazla aksam ve parçanın
852990930000,85.27 ve 85.28 pozisyonlarındaki cihazlara ait olanlar
700719800021,85.28 tarife pozisyonunda yer alan akıllı tahtalarda kullanılan tipte
853090000000,85.30 POZİSYONUNDA YER ALAN CİHAZLARA MAHSUS AKSAM VE PARÇALAR
853810000000,"85.37 Pozisyonunda yer alan eşya için tablolar, panolar, konsollar,"
853810000000,"85.37 Pozisyonunda yer alan eşya için tablolar, panolar, konsollar,"
851290100000,8512 30 10 alt pozisyonunda yer alan cihazlara ait olanlar
851490700000,"8514 POZİSYONUNDA YER ALAN DİĞER OCAK, FIRIN VE CİHAZLAR İÇİN AKSAM VE PARÇALAR"
851490300000,"8514.31.10, 8514.32.10 veya 8514.39.10 alt pozisyonundaki ocak ve fırınlara ait olanlar"
851590809019,8515 POZİSYONUNDAKİ DİĞER MAKİNE VE CİHAZLAR İÇİN DİĞER AKSAM VE PARÇALAR
851590200000,8515.19.10 alt pozisyonundaki dalga lehim makinalarına ait olanlar
851690000019,8516 POZİSYONUNDAKİ ELEKTRİKLİ DİĞER ALET VE CİHAZLAR İÇİN AKSAM VE PARÇALAR
851890009000,"8518 POZİSYONUNDAKİ DİĞER KULAKLIKLAR, ELEKTRİKLİ SES FREKANSI YÜKSELTEÇLERİ VE AMPLİKATÖRLER İÇİN AKSAM VE PARÇALAR"
852990180000,8524 11 00 VE 8524 91 00 ALT POZİSYONLARINDAKİ CİHAZLARA AİT OLANLAR
852990200000,"8525 81 00, 8525 82 00, 8525 83 00 VE 8525 89 00 ALT POZİSYONLARINDAKİ DİJİTAL"
852990400000,"8525.10.50.00, 8525.20.91.00, 8525.20.99.00, 8525.40.11.00  VE 8527.90.92.00 ALT POZİSYONLARINDA  YER ALAN CİHAZLARIN "
852990920000,8525.80.11 VE 8525.80.19 ALT POZİSYONLARINDAKİ TELEVİZYON KAMERALARI VE 8527 VE  85.28 POZİSYONLARINDAKİ CİHAZLARA AİT DİĞER 
852990150000,8528.72 veya 8528.73 alt pozisyonlarındaki cihazlara ait organik LED modüller
852990150000,8528.72 veya 8528.73 alt pozisyonlarındaki cihazlara ait organik LED modüller
870870500013,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN ALUMİNYUMDAN JANTLAR; 8708.70.10 HARİÇ
870870500012,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN ALUMİNYUMDAN TEKERLEKLER; 8708.70.10 HARİÇ
870870500018,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN ALUMİNYUMDAN TEKERLEKLERİN AKSAM-PARÇALARI; 8708.70.10 H
870880550000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN ÇAPRAZ STABİLİZATÖRLER VE DİĞER BURULMA (TORSİYON) ÇUBUK
870893900011,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DEBRİYAJLAR; 8708.93.10 TE YER ALANLAR HARİÇ
870850350019,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİFERANSİYELLİ HAREKET ETTİRİCİ DİĞER AKSLAR; 8708.50.20
870880990000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİĞER MADDELERDEN DİĞER SUSPANSİYON SİSTEMLERİ VE AKSAMI
870870990013,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİĞER MADDELERDEN JANTLAR; 8708.70.10 HARİÇ
870870990012,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİĞER MADDELERDEN TEKERLEKLER; 8708.70.10 HARİÇ
870850350013,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİNGİL BAŞLARI; 8708.50.20.00.13 HARİÇ
870850350012,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİNGİLLER; 8708.50.20.00.12 HARİÇ
870894350012,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİREKSİYON KOLONLARI; 8708.94.20 DE YER ALANLAR HARİÇ
870894350011,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN DİREKSİYON SİMİTLERİ; 8708.94.20 DE YER ALANLAR HARİÇ
870892350000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN EKSOZ SUSTURUCULARI VE EKSOZ BORULARI; 8708.92.20 HARİÇ
870821900000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN EMNİYET KEMERLERİ; 8708.21.10 ALT POZİSYONUNDA YER ALANL
870894350014,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN HİDROLİK DİREKSİYON KUTULARI (AĞIRLIĞI <= 30 KG); 8708.9
870894350015,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN HİDROLİK DİREKSİYON KUTULARI (AĞIRLIĞI > 30 KG); 8708.94
870895910000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN AİRBAG VE BUNLARIN AKSA
870894350013,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN MEKANİK DİREKSİYON KUTULARI; 8708.94.20 DE YER ALANLAR H
870891350000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN RADYATÖRLER; 8708.91.20 ALT POZİSYONUNDA YER ALANLAR HAR
870880350000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN SUSPANSİYON AMARTİSÖRLERİ; 8708.80.20 POZİSYONUNDA YER A
870850350011,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN TAŞIYICI AKSLAR; 8708.50.20.00.11 HARİÇ
870870990018,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN TEKERLEKLERİN DİĞER MADDELERDEN AKSAM-PARÇALARI; 8708.70
870840500000,87.01 İLA 87.05 POZİSYONLARINDA YER ALAN MOTORLU KARA TAŞITLARI İÇİN VİTES KUTULARI; 8708.40.20 ALT POZİSYONUNDA YER ALANLAR 
870892910000,87.01 İLA 87.05 TE YER ALAN MOTORLU KARA TAŞITLARI İÇİN EKSOZ SUSTURUCU VE BORULARININ KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN AKSAM
870880910000,87.01 İLA 87.05 TE YER ALAN MOTORLU KARA TAŞITLARI İÇİN KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN DİĞER SUSPANSİYON SİSTEMLERİ VE AKSA
870891910000,87.01 İLA 87.05 TE YER ALAN MOTORLU KARA TAŞITLARI İÇİN RADYATÖRLER İÇİN KAPALI KALIPTA DÖVÜLMÜŞ ÇELİKTEN AKSAM VE PARÇALAR; 
