GTIP KODU,AÇIKLAMASI
300212000012,Aglutinan serumları
820820000000,Ağaç işlemeye mahsus olanlar
440500000012,Ağaç unu
440500000011,Ağaç yünü
510610100000,Ağartılmamış
510620910000,Ağartılmamış
510710100000,Ağartılmamış
510720100000,Ağartılmamış
510720510000,Ağartılmamış
510720910000,Ağartılmamış
530911100000,Ağartılmamış
530921000000,Ağartılmamış veya ağartılmış
551211000000,Ağartılmamış veya ağartılmış
551221000000,Ağartılmamış veya ağartılmış
551291000000,Ağartılmamış veya ağartılmış
551511100000,Ağartılmamış veya ağartılmış
551512100000,Ağartılmamış veya ağartılmış
551513110000,Ağartılmamış veya ağartılmış
551513910000,Ağartılmamış veya ağartılmış
551519100000,Ağartılmamış veya ağartılmış
551521100000,Ağartılmamış veya ağartılmış
551522110000,Ağartılmamış veya ağartılmış
551522910000,Ağartılmamış veya ağartılmış
551591100000,Ağartılmamış veya ağartılmış
551599200000,Ağartılmamış veya ağartılmış
551611000000,Ağartılmamış veya ağartılmış
551621000000,Ağartılmamış veya ağartılmış
551631000000,Ağartılmamış veya ağartılmış
551641000000,Ağartılmamış veya ağartılmış
551691000000,Ağartılmamış veya ağartılmış
630800000011,Ağartılmamış veya ağartılmış
500720110000,"Ağartılmamış, temizlenmiş veya ağartılmış"
500720510000,"Ağartılmamış, temizlenmiş veya ağartılmış"
500790100000,"Ağartılmamış, temizlenmiş veya ağartılmış"
521120000000,Ağartılmış
530911900000,Ağartılmış
581100002100,Ağartılmış veya beyazlatılmış olanlar
845140000012,Ağartma makinaları
380290009013,Ağartma toprağıAsit aktivasyonlu killer
381190001011,Ağır mineral yağlar için müstahzar katkılar
284510000000,Ağır su (döteryum oksit) (EURATOM)
690320900000,Ağırİık itibariyle % 45 veya daha fazla alumin (Al2O3) içerenler
760711110000,Ağırlığı 10 kg'yi geçmeyen rulolar halinde olanlar
871610980000,Ağırlığı 1600 kg.ı geçenler
871610920000,Ağırlığı 1600 kg.ı geçmeyenler
010229610011,Ağırlığı 400 kg.ı geçen dişi danalar
010229910011,Ağırlığı 400 kg.ı geçen erkek danalar
010229510011,Ağırlığı 400 kg.ı geçenler
850710200012,Ağırlığı 5 kg.ı geçenler
850710800012,Ağırlığı 5 kg.ı geçenler
850710200011,Ağırlığı 5 kg.ı geçmeyenler
850710800011,Ağırlığı 5 kg.ı geçmeyenler
010229100000,Ağırlığı 80 kg.ı geçmeyenler
010392110000,Ağırlığı en az 160 kg. olan ve en az bir defa doğurmuş domuzlar
720916901000,"Ağırlık itibariyle % 0, 6 veya daha fazla karbon içerenler"
721621001000,"Ağırlık itibariyle % 0, 6 veya daha fazla karbon içerenler"
721650101000,"Ağırlık itibariyle % 0, 6 veya daha fazla karbon içerenler"
721691101000,"Ağırlık itibariyle % 0, 6 veya daha fazla karbon içerenler"
780199100000,"Ağırlık itibariyle % 0,02 veya daha fazla gümüş içeren, rafine"
720249500000,"Ağırlık itibariyle % 0,05' den fazla fakat % 0,5 (dahil) den az karbon"
720249100000,"Ağırlık itibariyle % 0,05 veya daha az karbon içerenler"
720720150000,"Ağırlık itibariyle % 0,25 veya daha fazla fakat % 0,6'dan az karbon"
721129001011,"Ağırlık itibariyle % 0,25 veya daha fazla fakat %0,6'dan az karbon"
721129003100,"Ağırlık itibariyle % 0,25 veya daha fazla fakat %0,6'dan az karbon"
720249900000,"Ağırlık itibariyle % 0,5' den fazla fakat % 4' (dahil)den az karbon"
721129002100,"Ağırlık itibariyle % 0,6 karbon içerenler"
720610001000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720720170000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720720520029,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720852101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720852911000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720852991000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720853101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720853901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720915001000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720917901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720918911000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720918991000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720925001000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720926901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720927901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720928901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
720990201100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721012200021,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721012200091,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721070100021,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721113001100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721114003100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721114004100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721119002100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721119003100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721190201100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721190801100,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721550802000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721622001000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632111000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632191000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632911000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721632991000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721633101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721640101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721640901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721661101000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721661901000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721669001000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721720900000,"Ağırlık itibariyle % 0,6 veya daha fazla karbon içerenler"
721633901000,"Ağırlık itibariyle % 0,6 veya dahafazla karbon içerenler"
722490050000,"Ağırlık itibariyle % 0,7 veya daha az karbon ve%0,5 veya daha fazla"
730459300000,"Ağırlık itibariyle % 0,9 ila % 1,15 karbon, % 0,5 ila % 2"
730451100000,"Ağırlık itibariyle % 0,9 ila % 1,15 karbon, % 0,5 ila % 2 krom ve"
780191000011,"Ağırlık itibariyle % 0.02 veya daha fazla gümüş içeren, rafine"
511190100000,Ağırlık itibariyle % 10 dan fazlası 50. fasıldaki dokumaya
511290100000,Ağırlık itibariyle % 10 dan fazlası 50. fasıldaki dokumaya
230910130000,Ağırlık itibariyle % 10 ve daha fazla fakat % 50'den az süt ürünleri
230910330000,Ağırlık itibariyle % 10 ve daha fazla fakat % 50'den az süt ürünleri
230910530000,Ağırlık itibariyle % 10 ve daha fazla fakat % 50'den az süt ürünleri
230990330000,Ağırlık itibariyle % 10 ve daha fazla fakat % 50'den az süt ürünleri
230990430000,Ağırlık itibariyle % 10 ve daha fazla fakat % 50'den az süt ürünleri
230990530000,Ağırlık itibariyle % 10 ve daha fazla fakat % 50'den az süt ürünleri
811221100000,Ağırlık itibariyle % 10'dan fazla nikel içeren krom alaşımları
200290200000,"Ağırlık itibariyle % 12 veya daha fazla, fakat % 20 veya daha"
722300910000,"Ağırlık itibariyle % 13 veya daha fazla, fakat % 25'den fazla olmayan krom"
720299101000,Ağırlık itibariyle % 15 veya daha fazla fosfor içerenler
180620500000,Ağırlık itibariyle % 18 veya daha fazla kakao yağı içerenler
722100900000,"Ağırlık itibariyle % 2,5' dan az nikel içerenler"
721932100000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
721933100000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
721934100000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
721935100000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722100100000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722211110000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722211810000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722219100000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722220110000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722220210000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722220310000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722220810000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
722230510000,"Ağırlık itibariyle % 2,5 veya daha fazla nikel içerenler"
721932900000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
721933900000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
721934900000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
721935900000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722211190000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722211890000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722219900000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722220190000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722220290000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722220390000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722220890000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
722230910000,"Ağırlık itibariyle % 2,5'dan az nikel içerenler"
220299150000,"Ağırlık itibariyle % 2,8 'den az protein içeriğine sahip soya temelli içecekler;"
220299110000,"Ağırlık itibariyle % 2,8 veya daha fazla protein içeriğine sahip"
190220100000,"Ağırlık itibariyle % 20'den fazla balık, yumuşakça, kabuklu hayvan"
310510003100,Ağırlık itibariyle % 25 veya daha az azot içerenler
310290001000,Ağırlık itibariyle % 25 veya daha fazla azot içeren kalsiyum siyanamid
690390100000,Ağırlık itibariyle % 25'den fazla fakat % 50'yi geçmeyen serbest karbon içerenler
310490001100,Ağırlık itibariyle % 30 veya daha az K2O içerenler
310510002100,Ağırlık itibariyle % 30 veya daha az K2O içerenler
190520300000,Ağırlık itibariyle % 30 veya daha fazla fakat % 50'den az sakkaroz
340239100000,Ağırlık itibariyle % 30 veya daha fazla fakat % 50'den fazla olmayan
190520100000,Ağırlık itibariyle % 30'dan az sakkaroz (sakkaroz olarak ifade
180620100000,Ağırlık itibariyle % 31 veya daha fazla kakao yağı içerenler veya kakao
200290800000,Ağırlık itibariyle % 34'den fazla kuru madde içerenler
310311000000,Ağırlık itibariyle % 35 veya daha fazla difosfor pentaoksit içerenler
720229100000,Ağırlık itibariyle % 4 veya daha fazla fakat % 10'dan fazla olmayan
720241100000,Ağırlık itibariyle % 4'den fazla fakat % 6' (dahil) dan az karbon
180610200000,Ağırlık itibariyle % 5 veya daha fazla fakat % 65'den az sakkaroz
611231100000,Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler
611241100000,Ağırlık itibariyle % 5 veya daha fazla kauçuk iplik içerenler
200899910000,"Ağırlık itibariyle % 5 veya daha fazla nişasta içeren yer elması,"
230910150000,Ağırlık itibariyle % 50 ve daha fazla fakat % 75'den az süt ürünleri
230910390000,Ağırlık itibariyle % 50 ve daha fazla süt ürünleri içerenler
230910590000,Ağırlık itibariyle % 50 ve daha fazla süt ürünleri içerenler
230990490000,Ağırlık itibariyle % 50 ve daha fazla süt ürünleri içerenler
230990590000,Ağırlık itibariyle % 50 ve daha fazla süt ürünleri içerenler
390690600000,Ağırlık itibariyle % 50 veya daha fazla metil akrilat içeren (silika içersin
190520900000,Ağırlık itibariyle % 50 veya daha fazla sakkaroz (sakkaroz olarak
310430001000,Ağırlık itibariyle % 52 veya daha az K2O içerenler
310510001100,Ağırlık itibariyle % 52 veya daha az K2O içerenler
720221000011,Ağırlık itibariyle % 55' den fazla fakat % 80' (dahil)den az silisyum
720241900011,Ağırlık itibariyle % 60 veya daha az krom içerenler
720241900012,Ağırlık itibariyle % 60'dan fazla krom içerenler
180610300000,Ağırlık itibariyle % 65 veya daha fazla fakat % 80'den az sakkaroz
690220991000,Ağırlık itibariyle % 70'den fazla alumin içeren ateş tuğlaları
230990390000,Ağırlık itibariyle % 75 ve daha fazla süt ürünleri içerenler
282090100000,Ağırlık itibariyle % 77 veya daha fazla manganez içeren manganez oksit
190531300000,Ağırlık itibariyle % 8 veya daha fazla katı süt yağı içerenler
180610900000,Ağırlık itibariyle % 80 veya daha fazla sakkaroz (sakkaroz olarak ifade
720221000012,Ağırlık itibariyle % 80'den fazla silisyum içerenler
520411000000,Ağırlık itibariyle % 85 veya daha fazla pamuk içerenler
520710000000,Ağırlık itibariyle % 85 veya daha fazla pamuk içerenler
510620100000,Ağırlık itibariyle % 85 veya daha fazla yün ve ince hayvan kılı
381519100000,Ağırlık itibariyle % 90 veya daha fazlası partikül boyu 10 mikrometreyi
690220100000,Ağırlık itibariyle % 93 veya daha fazla silis (SiO2) içerenler
252922000000,Ağırlık itibariyle % 97 'den fazla kalsiyum fIorür içerenler
252921000000,Ağırlık itibariyle % 97 veya daha az kalsiyum florür içerenler
722790100000,"Ağırlık itibariyle %0,0008 veya daha fazla bor ile bu fasılın 1 (f)"
720110900000,"Ağırlık itibariyle %0,1' den az manganez içerenler"
720720520021,"Ağırlık itibariyle %0,25 veya daha fazla fakat %0,6 dan az"
721491900000,"Ağırlık itibariyle %0,25 veya daha fazla karbon içerenler"
721491100000,"Ağırlık itibariyle %0,25'den az karbon içerenler"
720810001000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
720825001000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
720826001000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
720827001000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
720836001000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
720851911000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
720851981000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
721129001012,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
721129003900,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
721710900000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
721790900000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler"
721730900000,"Ağırlık itibariyle %0,6 veya daha fazla karbon içerenler:"
721391900000,"Ağırlık itibariyle %0,75'den fazla karbon içerenler"
720120000012,Ağırlık itibariyle %1' den fazla silisyum içerenler
720120000011,Ağırlık itibariyle %1 veya daha az silisyum içerenler
170490100000,Ağırlık itibariyle %10' dan fazla sakaroz içeren fakat diğer katı
722300110000,"Ağırlık itibariyle %28 veya daha fazla,fakat %31'den fazla olmayan nikel"
230990350000,Ağırlık itibariyle %50 ve daha fazla fakat % 75'den az süt ürünleri
230910190000,Ağırlık itibariyle %75 ve daha fazla süt ürünleri içerenler
740500001000,Ağırlık itibariyle %8'den fazla bakır içeren bakır fosfor
382600100011,"Ağırlık itibariyle %96,5 veya daha fazla yağ asiti metil esteri içerenler"
720150100000,"Ağırlık itibariyle en az % 0,3, en fazla % 1 titanyum ve en az % 0,5,"
722790500000,"Ağırlık itibariyle en az % 0,9 en fazla %1,15 karbon, en az % 0,5, en"
722850400000,"Ağırlık itibariyle en az % 0,9 en fazla %1,15 karbon,en az % 0,5 en"
722490310000,"Ağırlık itibariyle en az % 0,9 en fazla 1,15 karbon,en az % 0,5 en"
810411000000,"Ağırlık itibariyle en az % 99,8 magnezyum içerenler"
280461000000,"Ağırlık itibariyle en az % 99,99 silisyum içerenler"
720110300000,"Ağırlık itibariyle en az %0,1 ,fakat %0,4' den az manganez içerenler"
720110190000,Ağırlık itibariyle içerdiği silisyum oranı %1 'i geçenler
720110110000,Ağırlık itibariyle içerdiği silisyum oranı %1 'i geçmeyenler
151710100000,Ağırlık itibariyle içindeki katı süt yağı oranı % 10 'u geçen fakat
151790100000,Ağırlık itibariyle içindeki katı süt yağı oranı % 10'u geçen fakat
380910300000,Ağırlık itibariyle içindeki nişastalı madde miktarı % 55 veya
380910100000,Ağırlık itibariyle içindeki nişastalı madde miktarı % 55'ten az olanlar
380910500000,Ağırlık itibariyle içindeki nişastalı madde miktarı % 70 veya daha
380910900000,Ağırlık itibariyle içindeki nişastalı madde miktarı % 83 veya
200939510000,Ağırlık itibariyle ilave şeker oranı % 30' u geçenler
200939910000,Ağırlık itibariyle ilave şeker oranı % 30' u geçenler
200949910000,Ağırlık itibariyle ilave şeker oranı % 30' u geçenler
200979910000,Ağırlık itibariyle ilave şeker oranı % 30' u geçenler
200981510000,Ağırlık itibariyle ilave şeker oranı % 30' u geçenler
200989610000,Ağırlık itibariyle ilave şeker oranı % 30' u geçenler
200990710000,Ağırlık itibariyle ilave şeker oranı % 30' u geçenler
200939550000,Ağırlık itibariyle ilave şeker oranı % 30' u geçmeyenler
200939950000,Ağırlık itibariyle ilave şeker oranı % 30' u geçmeyenler
200949930000,Ağırlık itibariyle ilave şeker oranı % 30' u geçmeyenler
200981590000,Ağırlık itibariyle ilave şeker oranı % 30' u geçmeyenler
200989630000,Ağırlık itibariyle ilave şeker oranı % 30' u geçmeyenler
200990730000,Ağırlık itibariyle ilave şeker oranı % 30' u geçmeyenler
